semantic_id,native_symbol,go_equivalent,rust_api_plan,phase,disposition,prerequisites,adaptation,baseline_evidence,rust_test_id,status
go:ObjectRef.Remove,see native rows by Go family; no guessed exact mapping,ObjectRef.Remove,rados:: equivalent for ObjectRef.Remove; signature review pending R02/owning phase,R08,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:414; reference/go-public-api.json,R08:go:ObjectRef.Remove,implemented-r08
go:ObjectRef.RemoveXAttr,see native rows by Go family; no guessed exact mapping,ObjectRef.RemoveXAttr,rados:: equivalent for ObjectRef.RemoveXAttr; signature review pending R02/owning phase,R09,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go metadata.go:74; reference/go-public-api.json,R09:go:ObjectRef.RemoveXAttr,implemented-r09
go:ObjectRef.RollbackToSelfManagedSnapshot,see native rows by Go family; no guessed exact mapping,ObjectRef.RollbackToSelfManagedSnapshot,rados:: equivalent for ObjectRef.RollbackToSelfManagedSnapshot; signature review pending R02/owning phase,R11,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go snapshot.go:130; reference/go-public-api.json,R11:go:ObjectRef.RollbackToSelfManagedSnapshot,implemented-r11
go:ObjectRef.RollbackToSnapshot,see native rows by Go family; no guessed exact mapping,ObjectRef.RollbackToSnapshot,rados:: equivalent for ObjectRef.RollbackToSnapshot; signature review pending R02/owning phase,R11,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go snapshot.go:122; reference/go-public-api.json,R11:go:ObjectRef.RollbackToSnapshot,implemented-r11
go:ObjectRef.SetAllocationHint,see native rows by Go family; no guessed exact mapping,ObjectRef.SetAllocationHint,rados:: equivalent for ObjectRef.SetAllocationHint; signature review pending R02/owning phase,R08,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:377; reference/go-public-api.json,R08:go:ObjectRef.SetAllocationHint,planned-not-implemented
go:ObjectRef.SetXAttr,see native rows by Go family; no guessed exact mapping,ObjectRef.SetXAttr,rados:: equivalent for ObjectRef.SetXAttr; signature review pending R02/owning phase,R09,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go metadata.go:66; reference/go-public-api.json,R09:go:ObjectRef.SetXAttr,implemented-r09
go:ObjectRef.SparseRead,see native rows by Go family; no guessed exact mapping,ObjectRef.SparseRead,rados:: equivalent for ObjectRef.SparseRead; signature review pending R02/owning phase,R08,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:299; reference/go-public-api.json,R08:go:ObjectRef.SparseRead,planned-not-implemented
go:ObjectRef.Stat,see native rows by Go family; no guessed exact mapping,ObjectRef.Stat,rados:: equivalent for ObjectRef.Stat; signature review pending R02/owning phase,R07,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:336; reference/go-public-api.json,R07:go:ObjectRef.Stat,implemented-r07
go:ObjectRef.Truncate,see native rows by Go family; no guessed exact mapping,ObjectRef.Truncate,rados:: equivalent for ObjectRef.Truncate; signature review pending R02/owning phase,R08,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:361; reference/go-public-api.json,R08:go:ObjectRef.Truncate,implemented-r08
go:ObjectRef.Unlock,see native rows by Go family; no guessed exact mapping,ObjectRef.Unlock,rados:: equivalent for ObjectRef.Unlock; signature review pending R02/owning phase,R10,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:289; reference/go-public-api.json,R10:go:ObjectRef.Unlock,implemented-r10
go:ObjectRef.Watch,see native rows by Go family; no guessed exact mapping,ObjectRef.Watch,rados:: equivalent for ObjectRef.Watch; signature review pending R02/owning phase,R10,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:86; reference/go-public-api.json,R10:go:ObjectRef.Watch,implemented-r10
go:ObjectRef.Write,see native rows by Go family; no guessed exact mapping,ObjectRef.Write,rados:: equivalent for ObjectRef.Write; signature review pending R02/owning phase,R08,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:349; reference/go-public-api.json,R08:go:ObjectRef.Write,implemented-r08
go:ObjectRef.WriteFull,see native rows by Go family; no guessed exact mapping,ObjectRef.WriteFull,rados:: equivalent for ObjectRef.WriteFull; signature review pending R02/owning phase,R08,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:353; reference/go-public-api.json,R08:go:ObjectRef.WriteFull,implemented-r08
go:ObjectRef.WriteSame,see native rows by Go family; no guessed exact mapping,ObjectRef.WriteSame,rados:: equivalent for ObjectRef.WriteSame; signature review pending R02/owning phase,R08,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:369; reference/go-public-api.json,R08:go:ObjectRef.WriteSame,planned-not-implemented
go:ObjectRef.Zero,see native rows by Go family; no guessed exact mapping,ObjectRef.Zero,rados:: equivalent for ObjectRef.Zero; signature review pending R02/owning phase,R08,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:365; reference/go-public-api.json,R08:go:ObjectRef.Zero,implemented-r08
go:OpError,see native rows by Go family; no guessed exact mapping,OpError,rados:: equivalent for OpError; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=type,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go errors.go:27; reference/go-public-api.json,R02:go:OpError,implemented-r02
go:OpError.Code,see native rows by Go family; no guessed exact mapping,OpError.Code,rados:: equivalent for OpError.Code; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go errors.go:30; reference/go-public-api.json,R02:go:OpError.Code,implemented-r02
go:OpError.Err,see native rows by Go family; no guessed exact mapping,OpError.Err,rados:: equivalent for OpError.Err; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go errors.go:31; reference/go-public-api.json,R02:go:OpError.Err,implemented-r02
go:OpError.Error,see native rows by Go family; no guessed exact mapping,OpError.Error,rados:: equivalent for OpError.Error; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go errors.go:34; reference/go-public-api.json,R02:go:OpError.Error,implemented-r02
go:OpError.Is,see native rows by Go family; no guessed exact mapping,OpError.Is,rados:: equivalent for OpError.Is; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go errors.go:61; reference/go-public-api.json,R02:go:OpError.Is,implemented-r02
go:OpError.Op,see native rows by Go family; no guessed exact mapping,OpError.Op,rados:: equivalent for OpError.Op; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go errors.go:28; reference/go-public-api.json,R02:go:OpError.Op,implemented-r02
go:OpError.Target,see native rows by Go family; no guessed exact mapping,OpError.Target,rados:: equivalent for OpError.Target; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go errors.go:29; reference/go-public-api.json,R02:go:OpError.Target,implemented-r02
go:OpError.Unwrap,see native rows by Go family; no guessed exact mapping,OpError.Unwrap,rados:: equivalent for OpError.Unwrap; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go errors.go:54; reference/go-public-api.json,R02:go:OpError.Unwrap,implemented-r02
