language,owner,source_symbol,source_signature,go_equivalent,disposition,phase,prerequisites,semantic_difference,conformance_test
C++,Rados,Rados::get_pool_is_selfmanaged_snaps_mode,bool get_pool_is_selfmanaged_snaps_mode(const std::string& poolname) __attribute__ ((deprecated));,none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,Rados,Rados::get_pool_stats,"int get_pool_stats(std::list<std::string>& v, stats_map& result);",rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,Rados,Rados::get_pool_stats,"int get_pool_stats(std::list<std::string>& v, std::map<std::string, stats_map>& stats);",rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,Rados,Rados::get_pool_stats,"int get_pool_stats(std::list<std::string>& v, std::string& category, std::map<std::string, stats_map>& stats);",rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,Rados,Rados::init,int init(const char * const id);,rados.New,go-native,P01/P04,completion of prior phases; see SPEC.md,"Go construction combines native allocation, initialization, and ownership",P01 lifecycle and P04 configuration tests
C++,Rados,Rados::init2,"int init2(const char * const name, const char * const clustername, uint64_t flags);",rados.New,go-native,P01/P04,completion of prior phases; see SPEC.md,"Go construction combines native allocation, initialization, and ownership",P01 lifecycle and P04 configuration tests
C++,Rados,Rados::init_with_context,int init_with_context(config_t cct_);,rados.New,go-native,P01/P04,completion of prior phases; see SPEC.md,"Go construction combines native allocation, initialization, and ownership",P01 lifecycle and P04 configuration tests
C++,Rados,Rados::ioctx_create,"int ioctx_create(const char *name, IoCtx &pioctx);",rados.Client pool/map discovery methods,implemented,P04,completion of prior phases; see SPEC.md,Context-aware discovery returns Go-owned values and immutable pool views,P04 unit and live discovery tests
C++,Rados,Rados::ioctx_create2,"int ioctx_create2(int64_t pool_id, IoCtx &pioctx);",rados.Client pool/map discovery methods,implemented,P04,completion of prior phases; see SPEC.md,Context-aware discovery returns Go-owned values and immutable pool views,P04 unit and live discovery tests
C++,Rados,Rados::mgr_command,"int mgr_command(std::string cmd, const bufferlist& inbl, bufferlist *outbl, std::string *outs);",rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,Rados,Rados::mon_command,"int mon_command(std::string cmd, const bufferlist& inbl, bufferlist *outbl, std::string *outs);",rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,Rados,Rados::operator<<,"friend std::ostream& operator<<(std::ostream &oss, const Rados& r);","Go value, iterator, and ownership semantics",go-native,P01,none,C++ copy/move/operator surface is represented by idiomatic Go values,ownership and iterator tests
C++,Rados,Rados::osd_command,"int osd_command(int osdid, std::string cmd, const bufferlist& inbl, bufferlist *outbl, std::string *outs);",rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,Rados,Rados::pg_command,"int pg_command(const char *pgstr, std::string cmd, const bufferlist& inbl, bufferlist *outbl, std::string *outs);",rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,Rados,Rados::pool_async_create_completion,static PoolAsyncCompletion *pool_async_create_completion();,"context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
C++,Rados,Rados::pool_create,int pool_create(const char *name);,rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,Rados,Rados::pool_create,"int pool_create(const char *name, uint64_t auid) __attribute__ ((deprecated));",none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,Rados,Rados::pool_create,"int pool_create(const char *name, uint64_t auid, uint8_t crush_rule) __attribute__ ((deprecated));",none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,Rados,Rados::pool_create_async,"int pool_create_async(const char *name, PoolAsyncCompletion *c);",rados.Client administrative methods,go-native,P11,completion of prior phases; see SPEC.md,Context-aware Go calls replace native completion allocation,"P11 context, ownership, and live administrative tests"
C++,Rados,Rados::pool_create_async,"int pool_create_async(const char *name, uint64_t auid, PoolAsyncCompletion *c) __attribute__ ((deprecated));",none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,Rados,Rados::pool_create_async,"int pool_create_async(const char *name, uint64_t auid, uint8_t crush_rule, PoolAsyncCompletion *c) __attribute__ ((deprecated));",none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,Rados,Rados::pool_create_with_rule,"int pool_create_with_rule(const char *name, uint8_t crush_rule);",rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,Rados,Rados::pool_create_with_rule_async,"int pool_create_with_rule_async(const char *name, uint8_t crush_rule, PoolAsyncCompletion *c);",rados.Client administrative methods,go-native,P11,completion of prior phases; see SPEC.md,Context-aware Go calls replace native completion allocation,"P11 context, ownership, and live administrative tests"
C++,Rados,Rados::pool_delete,int pool_delete(const char *name);,rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,Rados,Rados::pool_delete_async,"int pool_delete_async(const char *name, PoolAsyncCompletion *c);",rados.Client administrative methods,go-native,P11,completion of prior phases; see SPEC.md,Context-aware Go calls replace native completion allocation,"P11 context, ownership, and live administrative tests"
C++,Rados,Rados::pool_get_base_tier,"int pool_get_base_tier(int64_t pool, int64_t* base_tier);",none,deferred: legacy cache tier or service/log subscription API,P13,completion of prior phases; see SPEC.md,Outside the v1 scope defined by SPEC.md,future explicit qualification
C++,Rados,Rados::pool_is_in_selfmanaged_snaps_mode,int pool_is_in_selfmanaged_snaps_mode(const std::string& poolname);,rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C++,Rados,Rados::pool_list,int pool_list(std::list<std::string>& v);,rados.Client pool/map discovery methods,implemented,P04,completion of prior phases; see SPEC.md,Context-aware discovery returns Go-owned values and immutable pool views,P04 unit and live discovery tests
C++,Rados,Rados::pool_list2,"int pool_list2(std::list<std::pair<int64_t, std::string> >& v);",rados.Client pool/map discovery methods,implemented,P04,completion of prior phases; see SPEC.md,Context-aware discovery returns Go-owned values and immutable pool views,P04 unit and live discovery tests
C++,Rados,Rados::pool_lookup,int64_t pool_lookup(const char *name);,rados.Client pool/map discovery methods,implemented,P04,completion of prior phases; see SPEC.md,Context-aware discovery returns Go-owned values and immutable pool views,P04 unit and live discovery tests
C++,Rados,Rados::pool_reverse_lookup,"int pool_reverse_lookup(int64_t id, std::string *name);",rados.Client pool/map discovery methods,implemented,P04,completion of prior phases; see SPEC.md,Context-aware discovery returns Go-owned values and immutable pool views,P04 unit and live discovery tests
C++,Rados,Rados::service_daemon_register,"int service_daemon_register( const std::string& service, const std::string& name, const std::map<std::string,std::string>& metadata);",none,deferred: legacy cache tier or service/log subscription API,P13,completion of prior phases; see SPEC.md,Outside the v1 scope defined by SPEC.md,future explicit qualification
C++,Rados,Rados::service_daemon_update_status,"int service_daemon_update_status( std::map<std::string,std::string>&& status);",none,deferred: legacy cache tier or service/log subscription API,P13,completion of prior phases; see SPEC.md,Outside the v1 scope defined by SPEC.md,future explicit qualification
C++,Rados,Rados::shutdown,void shutdown();,rados.Client / rados.Config lifecycle and configuration methods,implemented,P01/P04,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration",P01 lifecycle and P04 configuration tests
